r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
109,15,57,64,28,74,114,65,112,60,1
13,82,98,100,3,49,76,64,60,88,0
67,100,112,65,34,39,27,109,69,30,1
109,60,39,100,112,47,81,19,3,51,1
4,81,60,65,64,77,43,108,30,16,0
39,72,16,30,84,80,49,100,65,86,0
58,12,76,30,100,54,106,16,3,28,1
13,78,72,3,62,10,27,104,12,51,0
81,60,30,29,34,8,13,27,88,100,1
46,76,13,23,85,94,91,27,29,107,0
19,66,16,34,68,54,11,88,112,103,0
11,81,55,87,51,94,19,76,30,60,0
2,11,6,92,51,64,77,47,60,100,0
43,63,55,107,87,8,13,69,79,23,0
82,76,3,91,57,77,19,27,13,88,0
12,72,29,68,100,46,70,57,30,62,0
19,47,13,16,111,43,94,38,68,100,0
19,39,7,30,107,43,57,12,37,103,1
10,108,39,62,112,81,85,47,68,78,1
49,15,29,16,68,114,19,23,13,112,0
12,11,65,87,100,109,39,64,29,51,1
81,11,97,20,107,39,72,64,69,62,0
94,106,65,112,62,54,58,39,16,84,0
39,114,108,86,107,59,27,76,57,28,0
19,80,27,104,84,11,81,75,69,88,0
94,15,41,88,20,109,113,58,71,3,0
15,43,104,103,112,63,76,65,3,107,0
27,39,108,20,85,19,13,98,86,84,1
108,46,54,27,51,96,70,76,86,107,0
19,63,30,78,23,8,43,27,108,85,0
11,78,15,27,100,63,19,13,86,88,0
67,13,35,87,60,48,102,47,79,7,0
10,47,13,85,100,11,19,72,51,3,0
49,77,64,57,107,63,2,27,114,16,1
41,15,102,3,28,94,19,57,62,86,1
15,76,69,85,84,42,102,39,71,31,1
72,15,91,96,30,113,63,60,69,3,0
77,11,64,16,88,109,49,57,30,62,0
72,35,19,30,84,48,79,15,69,23,0
47,63,78,75,71,72,58,110,22,112,1
8,47,78,30,23,19,27,72,80,85,1
10,102,30,34,88,48,38,39,27,62,1
11,72,60,13,87,77,49,27,66,104,0
94,15,65,112,103,12,19,13,64,100,1
49,19,51,100,68,13,72,8,16,84,1
48,16,34,86,100,11,72,13,3,7,1
15,64,57,76,7,114,39,78,30,60,0
52,35,55,86,62,8,15,57,100,71,0
109,34,78,100,87,8,64,17,29,16,0
48,108,79,13,88,49,9,69,16,3,1
72,64,39,69,51,94,13,65,84,87,1
11,98,65,62,88,46,78,54,51,3,0
77,43,9,103,3,29,15,22,16,84,1
95,15,29,3,88,81,47,55,68,16,1
63,43,41,30,103,35,64,13,60,20,1
10,39,60,79,107,15,80,29,30,51,1
72,58,39,64,100,27,11,98,104,51,1
46,81,58,51,30,72,13,17,107,86,0
29,41,34,30,62,19,17,57,3,16,0
43,19,63,62,86,46,15,69,112,88,0
39,15,78,3,51,81,76,69,68,88,0
15,63,60,108,86,49,10,31,57,84,0
81,78,68,11,51,109,58,13,30,107,1
80,42,13,112,100,49,11,41,68,51,0
52,4,102,60,86,80,29,87,76,71,1
11,13,29,51,86,53,18,15,100,75,1
11,20,108,112,51,98,27,39,19,107,0
39,54,98,7,87,48,34,110,20,51,1
109,69,16,34,87,27,19,12,39,107,1
11,38,75,18,51,81,43,57,3,88,0
72,35,78,100,3,63,15,64,76,16,0
74,54,69,26,62,42,45,29,86,107,1
53,27,98,100,34,11,64,81,78,85,1
8,46,62,29,86,93,16,97,111,23,1
12,13,16,87,107,113,108,78,90,51,1
11,27,20,69,88,12,104,90,19,86,1
81,11,108,86,71,74,103,60,16,112,0
10,15,102,88,86,1,63,58,57,112,1
63,69,94,86,107,54,39,55,16,110,0
27,47,70,65,16,10,76,84,57,91,0
39,48,30,7,107,11,54,13,51,87,0
12,15,78,79,23,19,10,13,60,86,0
10,15,57,79,28,109,13,60,65,112,1
27,70,64,76,19,94,15,16,85,84,0
72,15,60,41,30,8,11,64,78,62,1
82,36,62,22,5,59,119,105,47,7,1
11,72,13,3,107,8,55,76,71,87,1
43,72,27,51,100,48,9,79,78,107,1
43,109,29,16,50,45,102,15,86,28,0
43,72,57,107,3,80,102,23,30,62,0
80,15,92,57,16,109,19,27,65,86,1
49,52,57,7,3,80,45,72,87,100,0
94,114,19,86,100,49,54,108,103,87,1
27,58,15,63,57,92,80,60,30,65,0
45,94,65,103,86,54,113,16,109,30,0
19,119,34,107,87,27,80,53,92,89,0
54,72,108,100,30,33,19,15,3,16,0
92,58,54,16,68,72,70,33,30,100,1
102,81,110,86,62,39,38,42,16,68,1
77,72,58,119,7,59,15,13,107,111,1
96,27,12,100,119,72,98,29,16,68,0
53,43,94,65,107,45,54,108,87,7,0
94,47,13,103,87,43,12,38,37,16,0
46,19,63,87,107,54,74,96,37,16,0
80,12,96,87,51,49,38,72,86,50,1
43,19,41,37,107,25,72,102,119,7,0
77,92,102,98,16,45,53,40,107,68,1
45,40,73,86,68,35,19,57,16,87,1
19,76,40,16,30,108,72,63,103,86,0
45,19,63,60,86,12,54,38,91,30,1
53,43,72,16,68,19,23,15,86,62,0
77,15,13,89,119,40,57,8,100,30,1
29,54,72,91,87,19,70,65,30,60,0
15,13,44,100,91,53,12,72,86,87,0
81,47,97,86,68,53,48,92,57,87,1
43,8,78,87,16,72,76,38,30,103,1
41,39,57,100,68,12,78,76,86,16,1
12,63,66,16,87,13,54,43,37,100,1
80,19,98,66,86,12,99,65,91,16,0
94,47,38,89,68,109,45,78,87,100,0
53,13,41,85,3,27,89,96,17,90,0
48,43,29,119,103,11,72,13,64,51,1
43,95,69,16,3,92,109,57,86,23,1
95,47,30,16,60,45,10,19,103,86,0
17,15,65,71,79,63,57,13,68,7,0
72,38,11,27,60,98,61,78,103,30,1
25,38,57,91,107,48,40,108,30,16,0
61,81,96,89,68,8,13,27,65,51,0
72,44,53,119,51,13,95,57,107,30,1
45,11,42,68,107,12,41,13,16,30,0
49,8,108,100,3,38,72,54,91,101,0
12,78,30,86,34,15,18,64,29,16,1
19,113,16,84,103,54,15,13,30,60,1
8,94,55,88,30,77,39,38,27,23,0
93,76,57,16,68,27,11,70,29,86,1
18,43,29,28,30,109,19,55,50,107,1
77,15,68,34,16,80,48,102,86,84,0
42,11,65,87,62,41,39,97,3,51,0
54,15,29,51,87,72,41,19,119,103,0
49,72,64,51,100,43,12,19,86,107,1
15,29,30,62,34,27,17,102,8,84,1
93,76,29,107,3,95,9,30,97,89,0
19,72,34,3,62,54,76,16,103,107,0
109,53,63,16,87,12,64,9,88,89,0
8,39,112,51,28,19,76,65,31,100,0
43,10,87,65,62,102,48,47,66,100,0
80,11,86,16,3,25,48,29,68,19,1
49,15,55,87,62,94,78,63,27,107,1
49,54,57,100,68,41,72,13,89,3,1
77,41,11,100,50,63,94,112,78,51,1
109,43,54,66,16,8,69,106,89,87,1
72,19,69,103,26,80,49,13,119,62,1
63,46,78,103,3,49,11,65,110,51,1
77,13,69,84,87,72,78,76,91,3,0
92,48,102,100,68,80,72,27,29,62,0
58,41,11,30,62,45,48,86,16,100,1
95,39,41,30,103,80,34,7,14,86,1
77,43,57,16,30,19,29,4,51,101,1
72,15,7,103,85,81,17,19,68,86,0
12,108,3,103,65,53,48,27,114,60,1
80,43,65,50,100,12,19,76,13,68,0
102,8,72,64,16,10,65,19,62,87,1
11,42,51,87,60,41,19,66,30,97,0
92,15,19,83,30,99,54,90,108,86,1
119,70,13,100,91,43,8,102,89,87,1
11,12,19,30,51,52,43,66,16,50,1
77,72,16,86,88,60,54,39,103,26,1
77,63,27,29,16,8,43,65,60,30,1
64,15,94,27,16,35,39,57,68,107,0
8,11,27,65,51,12,19,86,69,100,0
77,76,87,16,63,35,41,88,89,68,1
78,15,58,34,30,109,45,57,66,16,0
8,94,13,103,30,49,113,84,65,51,0
48,39,27,65,107,109,19,86,29,84,0
19,47,98,100,87,48,49,29,3,60,0
72,76,60,57,86,80,77,103,3,16,1
43,54,16,62,37,66,25,48,19,60,0
45,11,19,7,68,53,109,57,51,87,0
43,57,81,87,100,15,94,41,103,86,0
43,8,102,68,16,109,72,38,89,119,1
11,64,54,13,51,27,46,114,69,88,0
58,80,19,50,100,72,110,102,30,23,0
102,47,66,110,100,19,72,11,64,103,1
43,12,38,30,62,58,11,18,27,100,1
54,49,72,87,86,66,12,13,19,100,1
19,94,50,65,107,12,39,78,62,87,1
38,81,15,86,62,53,109,19,30,107,1
45,18,38,91,86,39,60,49,103,30,1
52,11,108,87,16,12,13,98,30,107,1
109,70,16,30,88,43,63,29,100,87,0
43,11,65,111,16,77,12,119,68,100,1
8,49,19,53,86,109,47,89,65,30,0
80,27,39,29,107,93,55,30,62,34,0
52,63,29,103,87,15,12,69,30,86,0
11,41,13,100,30,49,25,16,119,103,1
15,64,57,39,23,113,11,78,86,62,0
45,41,60,34,30,49,67,2,79,107,0
53,63,43,16,87,44,15,65,89,30,1
54,76,15,100,3,53,41,39,68,16,0
15,49,78,87,103,12,19,39,37,119,0
12,9,38,89,87,114,11,108,86,103,0
49,72,108,30,88,59,47,16,51,68,1
80,66,11,16,107,72,30,106,65,103,0
61,43,58,68,103,109,15,78,100,87,1
64,43,41,13,103,53,48,47,60,20,1
12,11,103,16,79,43,72,78,100,3,1
15,47,38,112,51,27,9,63,62,69,1
49,61,57,107,79,6,72,38,30,16,0
43,102,34,100,68,72,19,70,91,84,1
109,43,29,9,89,49,53,19,34,86,1
12,109,108,100,68,11,13,98,51,3,0
49,58,17,68,16,72,38,22,86,90,0
49,72,78,87,103,48,47,16,50,107,1
77,49,38,30,90,57,17,80,87,16,1
44,98,38,30,91,77,72,108,89,112,1
77,38,47,119,86,41,43,104,16,68,1
43,46,65,119,107,94,63,78,68,100,0
94,15,29,57,86,77,33,9,89,30,0
72,108,27,17,119,109,39,52,16,103,1
77,11,15,87,51,80,19,47,3,16,1
102,47,76,103,87,95,61,38,100,3,1
39,94,78,100,86,11,12,27,19,107,0
46,19,65,16,87,54,23,78,107,3,0
72,39,91,3,60,19,11,54,86,107,1
49,6,13,112,85,12,15,38,30,88,1
53,49,54,102,103,106,76,65,89,87,1
43,49,54,68,103,109,47,65,62,30,0
49,8,69,68,16,109,76,19,62,86,0
78,19,34,68,107,6,47,86,79,16,0
1,19,27,29,100,54,17,13,87,84,1
66,54,16,22,3,92,109,19,86,30,0
56,9,16,107,68,8,11,26,29,51,1
76,98,41,103,30,12,46,57,64,89,0
94,15,2,107,87,43,19,97,30,62,0
49,46,69,68,51,39,72,13,112,16,1
25,102,10,86,107,109,38,30,22,62,0
52,72,16,85,91,12,15,19,86,3,0
15,13,77,16,79,19,4,27,29,62,0
49,13,41,68,107,8,27,15,78,65,0
49,43,108,30,119,102,35,81,107,3,1
39,93,87,16,100,43,44,62,65,86,0
12,11,57,16,87,77,39,19,86,91,0
49,27,20,108,100,48,39,78,19,62,0
44,72,16,69,5,74,66,54,96,87,1
1,38,39,103,27,94,53,51,68,107,0
35,63,27,78,86,8,66,94,97,30,1
43,72,100,51,87,94,19,78,16,68,0
72,22,2,62,87,11,67,97,3,100,0
17,15,49,60,87,77,11,58,30,103,1
61,72,16,111,62,43,23,41,68,100,1
54,53,40,30,28,18,19,65,13,3,1
109,19,86,88,100,72,76,65,37,107,0
43,18,60,112,100,48,53,41,103,3,1
13,109,57,60,3,76,19,41,68,91,0
1,78,103,112,23,94,53,45,68,100,0
48,39,66,27,51,99,76,57,86,107,1
109,69,13,3,85,19,49,58,112,28,1
58,72,65,100,30,95,47,13,3,16,0
72,47,19,3,100,49,76,57,60,87,1
94,12,13,28,68,77,17,104,26,85,1
77,47,60,107,86,4,13,34,87,103,1
114,54,28,3,23,109,72,33,85,84,1
49,76,69,50,16,33,19,13,90,89,0
58,27,18,34,62,12,22,104,16,3,1
63,27,19,43,16,94,15,78,83,37,0
80,38,98,90,26,12,17,108,89,3,1
77,49,3,102,100,43,29,98,60,86,0
15,76,57,87,107,11,70,97,79,60,1
9,18,108,30,100,74,81,40,27,88,0
95,76,57,37,119,80,25,102,86,16,0
44,15,79,30,16,58,34,109,37,88,1
98,78,94,86,83,49,12,57,88,87,0
41,34,2,69,27,49,12,61,107,57,0
102,47,72,30,100,19,94,15,90,86,1
10,38,19,66,3,27,63,11,104,83,1
11,19,65,86,87,8,47,27,29,51,1
49,113,65,86,71,93,55,13,62,30,0
43,63,57,87,89,45,15,19,91,68,0
11,72,108,3,62,19,66,47,87,102,1
95,11,103,29,86,76,39,19,110,51,0
42,49,58,30,28,45,61,41,68,16,0
109,43,13,87,7,72,27,108,39,100,1
41,57,34,51,101,1,11,78,27,107,0
77,27,94,13,51,18,39,78,103,30,0
108,54,39,91,107,33,109,19,119,50,1
77,98,76,16,3,94,61,29,86,84,0
77,11,112,13,51,49,12,78,101,100,1
49,54,13,107,3,12,58,47,100,87,1
12,39,41,30,84,54,47,64,65,103,1
63,27,11,33,103,41,9,78,84,68,0
95,47,69,100,3,12,58,19,86,68,0
43,41,29,3,16,94,19,78,50,28,0
11,53,12,84,107,19,39,27,38,85,0
93,49,69,68,100,19,15,29,86,111,0
12,72,57,27,16,94,53,60,78,87,0
54,17,103,87,16,19,33,8,64,89,1
77,34,103,29,87,58,98,12,112,60,1
49,72,78,100,87,27,19,8,47,103,1
43,45,48,68,86,109,47,87,65,16,0
94,78,84,22,88,11,109,13,69,30,1
58,12,11,87,100,95,47,15,107,3,0
27,19,12,89,65,11,78,20,51,84,1
80,11,69,86,3,43,8,19,103,30,1
19,34,81,68,60,77,27,78,47,16,0
53,109,102,103,50,80,63,65,100,30,1
74,20,29,50,16,15,34,2,68,89,1
48,11,27,29,103,98,76,75,65,16,1
95,45,37,57,16,109,119,23,30,62,1
58,12,78,34,87,77,94,13,69,3,0
45,73,66,98,96,114,12,9,112,7,0
78,106,88,34,112,73,37,44,55,32,1
19,36,2,31,62,45,114,88,98,84,1
66,73,4,96,26,63,114,83,20,22,0
17,48,97,19,50,46,63,53,84,103,0
53,8,83,70,34,33,78,98,90,84,1
19,95,44,7,75,21,53,84,41,110,0
10,19,62,2,112,74,92,114,88,20,1
19,67,23,22,3,36,12,98,88,112,0
106,33,17,31,60,47,114,98,119,51,0
109,25,2,110,86,49,54,97,119,3,1
11,40,91,104,68,10,63,31,96,112,0
56,35,38,50,84,94,2,6,92,119,1
10,9,22,88,5,4,11,13,112,7,1
113,45,96,119,110,109,74,19,84,50,0
63,49,2,75,7,19,42,96,5,86,0
9,12,36,75,5,109,33,74,50,7,0
109,97,9,7,85,41,36,63,103,110,0
63,73,86,60,84,33,61,6,3,19,1
92,17,2,110,83,95,9,4,85,84,1
36,9,78,50,84,12,23,97,25,3,1
10,9,96,5,2,11,40,63,7,84,1
95,74,2,7,3,19,63,70,5,100,1
109,9,19,3,62,74,95,102,7,84,1
98,61,19,110,75,54,104,2,85,112,0
109,17,36,7,5,59,78,106,19,112,0
72,96,9,91,3,45,41,4,7,31,1
25,63,20,28,84,74,53,32,97,119,0
1,36,21,97,75,9,25,67,5,7,1
99,68,41,84,91,10,92,33,6,7,0
73,41,19,119,31,56,63,88,36,84,0
61,36,19,3,90,63,104,54,110,7,1
53,82,19,17,110,59,63,104,84,7,0
92,6,63,2,85,70,81,22,25,84,1
12,33,17,50,7,109,106,19,3,62,1
6,97,63,33,83,61,32,2,3,19,1
63,78,22,5,84,109,59,96,83,110,0
19,41,87,22,62,49,63,102,84,100,1
42,58,17,110,84,25,56,36,5,28,0
61,19,67,103,3,109,2,75,22,112,0
58,67,34,19,3,12,17,84,85,119,0
25,2,93,90,112,10,36,7,65,84,1
10,33,74,85,19,46,83,2,56,110,1
56,73,96,110,83,45,6,34,84,7,1
12,25,85,112,107,1,36,83,2,110,1
12,63,47,103,31,39,6,86,2,84,1
9,59,106,62,5,96,67,40,112,107,1
113,42,106,110,119,56,12,25,84,75,0
46,9,96,83,79,53,63,25,84,112,1
20,25,114,85,112,46,63,36,5,83,0
10,73,70,5,88,92,6,40,21,84,0
59,36,75,19,86,56,78,63,84,7,0
27,45,72,91,104,35,33,63,110,83,0
9,96,73,83,86,53,19,67,119,75,0
63,106,2,110,85,95,45,84,119,75,0
61,106,96,86,87,109,63,92,83,31,0
63,56,84,119,83,33,6,25,7,3,0
33,53,63,23,83,6,58,17,7,3,0
6,92,63,84,107,10,4,31,2,119,0
25,113,70,88,112,45,109,40,119,84,1
109,92,63,50,103,41,33,74,19,3,0
73,36,84,86,112,45,1,63,88,85,0
109,96,40,112,119,63,106,97,5,7,1
41,57,17,51,86,53,94,7,20,9,1
9,78,98,86,71,49,42,13,40,14,1
95,39,69,100,86,8,52,30,51,7,0
74,42,98,68,100,76,114,16,85,86,0
27,59,76,57,21,42,35,88,100,86,1
95,76,38,14,30,54,98,103,22,86,1
12,13,51,19,3,72,103,34,30,14,0
27,70,98,84,34,74,81,29,28,87,1
42,108,106,14,30,48,70,63,79,71,1
72,11,51,3,14,59,15,16,60,30,1
10,67,96,3,100,35,41,36,107,84,0
48,11,98,3,9,74,93,57,58,30,0
41,38,74,7,30,10,15,27,51,71,0
61,27,10,57,16,76,78,15,75,69,1
19,76,108,87,84,11,70,64,98,51,1
94,45,42,85,86,9,76,14,69,30,1
1,21,104,14,86,44,57,13,75,100,0
25,27,63,7,28,42,78,34,75,14,1
42,68,76,65,100,63,39,69,86,14,0
59,45,74,100,112,20,39,75,108,28,1
72,19,16,13,20,46,64,69,12,100,1
53,94,71,34,87,18,76,100,16,3,1
46,114,108,84,28,27,9,22,99,90,1
12,74,88,79,84,6,92,53,3,69,0
19,34,57,52,51,53,10,36,14,101,0
11,61,63,71,86,18,58,27,17,88,0
41,12,74,84,86,42,108,11,23,3,1
15,98,39,79,71,61,11,20,109,59,1
74,54,96,14,87,77,39,98,51,20,1
114,108,70,87,107,1,49,69,20,88,0
23,98,72,79,88,11,70,27,78,28,0
97,11,101,114,107,19,2,65,62,91,0
25,63,69,79,103,72,57,74,107,87,1
19,114,74,100,68,53,18,17,3,62,0
53,11,60,36,30,40,78,64,39,85,0
8,13,17,79,71,80,82,81,27,23,0
53,11,27,42,28,12,39,29,3,23,1
92,27,44,57,88,104,9,10,87,30,1
27,114,9,19,69,109,15,64,107,29,1
27,11,20,51,57,46,19,29,86,62,0
54,97,71,2,14,99,57,69,120,100,1
94,39,53,7,84,42,63,47,100,27,1
114,69,14,86,34,82,11,57,107,3,1
94,58,27,70,85,81,29,17,107,86,0
49,81,102,27,100,1,98,9,51,3,1
46,54,38,112,7,11,42,107,88,86,1
41,110,94,57,26,8,53,27,76,100,0
43,72,27,13,89,8,11,19,58,30,1
72,77,61,71,3,48,4,86,69,60,1
6,74,55,3,51,8,114,9,31,84,0
18,57,47,79,23,53,11,63,84,86,0
10,19,60,51,112,27,41,34,98,23,1
18,55,34,14,87,53,42,39,28,3,0
108,9,41,101,28,19,42,39,88,3,0
18,15,84,65,87,41,53,74,28,86,1
53,74,41,14,101,109,78,106,100,30,1
18,9,61,79,5,42,63,2,84,86,0
27,94,70,16,85,81,15,29,100,30,0
18,11,29,86,23,8,25,97,30,100,0
27,94,15,7,98,10,11,108,79,28,0
12,39,57,30,14,11,65,15,23,79,1
61,63,74,68,71,41,39,28,29,87,0
69,44,17,101,84,11,78,64,114,28,0
11,70,51,71,87,80,34,8,86,7,1
73,114,79,103,75,78,15,27,98,86,0
81,58,13,86,28,8,74,27,16,107,0
41,76,79,29,16,25,70,27,98,28,1
49,103,61,79,57,15,99,69,42,86,0
63,46,52,96,3,77,19,11,84,107,0
109,64,9,58,7,45,44,84,65,110,0
45,78,119,36,84,6,86,95,21,85,0
42,70,17,25,112,72,96,22,91,79,0
42,22,70,112,75,56,46,96,27,119,0
45,9,49,3,7,109,74,69,31,88,0
9,13,70,32,5,47,41,36,64,62,0
40,99,17,119,85,74,9,41,7,84,1
21,19,70,4,75,45,95,9,84,71,0
10,45,2,110,100,12,74,9,83,75,0
109,21,79,96,83,45,56,19,20,84,1
70,114,4,101,111,61,95,63,112,84,0
53,6,17,50,84,63,4,40,37,20,1
61,99,114,90,31,33,81,17,88,75,0
21,70,2,91,20,19,9,119,26,23,0
21,6,65,86,84,82,9,2,112,85,0
33,19,63,86,50,109,98,36,88,3,0
1,97,106,88,75,6,45,114,19,112,1
21,63,20,65,5,47,9,6,79,84,1
4,9,7,84,50,63,70,20,34,86,1
109,49,2,7,112,25,78,63,20,84,1
6,36,102,119,85,92,77,7,65,112,0
11,41,20,100,85,70,63,18,75,22,0
61,63,36,7,85,10,45,6,112,100,0
45,63,44,2,83,9,56,52,84,90,1
45,22,70,3,83,95,17,36,112,7,0
42,20,19,51,112,9,54,25,7,75,1
114,19,106,75,112,10,49,9,83,110,0
72,96,74,91,71,114,9,19,100,3,1
9,120,106,90,85,17,64,6,36,84,0
70,40,31,26,71,53,63,114,112,22,0
96,12,23,103,112,45,10,17,75,83,1
46,19,106,100,110,48,9,36,88,3,1
109,74,2,112,51,110,67,10,71,68,1
33,4,74,14,7,86,23,114,3,106,0
27,12,74,36,85,45,9,34,88,112,1
53,9,4,78,112,23,67,110,120,3,1
19,63,54,3,107,72,23,84,91,88,1
53,25,6,20,85,95,27,46,42,110,1
45,9,7,78,20,6,25,36,112,85,0
10,39,84,20,5,63,96,64,22,119,0
8,73,2,85,5,12,64,114,96,22,0
45,8,63,112,7,6,64,20,97,88,1
56,53,95,21,84,42,34,6,20,75,1
95,11,97,85,51,19,12,22,37,84,1
82,114,40,110,119,18,19,9,20,75,1
6,83,21,17,112,45,73,9,5,2,0
63,27,114,36,107,9,106,7,85,32,1
72,74,78,3,91,42,33,7,17,5,0
45,11,4,88,84,63,36,2,64,20,1
78,9,17,110,84,63,45,106,112,7,1
72,104,69,22,112,74,42,63,20,7,1
113,9,96,5,83,23,114,65,85,110,1
7,4,34,84,20,66,45,6,46,96,0
4,25,17,7,50,45,63,42,37,20,0
113,6,84,50,88,82,36,2,110,85,0
77,10,45,88,84,109,23,69,119,5,1
109,56,25,21,84,92,6,70,50,3,1
96,22,10,112,75,109,53,20,5,34,0
36,9,10,5,83,48,22,78,112,85,1
45,63,20,19,58,8,66,36,106,31,0
19,42,12,5,107,49,54,34,86,2,0
77,36,78,85,7,12,40,4,70,3,1
52,106,70,112,7,12,33,22,20,85,0
72,17,91,70,20,19,54,40,107,3,0
70,25,75,23,7,1,9,47,37,84,0
47,21,70,51,84,77,11,114,50,20,0
45,19,6,92,3,33,61,36,84,7,0
45,1,9,7,31,42,36,13,75,20,0
46,12,36,83,101,9,45,33,7,75,1
17,2,67,101,75,47,63,70,37,20,0
6,46,45,7,85,113,96,25,88,112,0
6,59,63,21,103,20,78,9,84,112,1
77,45,52,99,5,21,119,47,112,88,1
25,19,41,7,3,109,45,96,110,84,0
95,92,2,3,20,114,73,40,84,50,1
1,45,84,96,85,12,23,36,119,75,0
61,42,39,112,31,1,74,14,64,119,0
33,25,72,91,88,46,70,87,7,100,0
6,61,21,63,2,45,96,23,36,85,0
9,110,34,112,65,45,109,17,3,7,1
72,96,22,91,79,109,17,25,7,112,1
92,72,38,91,71,27,25,78,44,83,1
9,2,79,22,84,61,109,120,75,7,1
109,20,73,107,112,45,9,114,110,84,1
10,19,9,88,3,61,36,100,65,85,0
81,83,17,9,5,73,53,36,64,28,0
45,63,106,19,3,35,42,64,96,85,1
120,9,74,83,84,63,119,64,78,14,0
56,58,10,100,75,73,83,8,36,5,0
53,9,83,34,20,21,22,70,112,75,1
46,109,75,2,21,108,9,22,114,84,1
70,9,22,112,75,33,63,17,32,84,1
6,46,40,85,110,59,36,58,7,75,1
49,6,83,63,3,74,67,45,2,5,0
19,113,63,75,23,82,4,84,70,110,1
48,63,30,95,22,27,10,8,58,7,1
25,63,36,3,119,45,9,23,2,87,1
93,96,17,112,85,92,1,99,90,20,0
109,40,47,84,100,12,70,34,114,75,0
45,12,33,3,7,6,106,9,119,85,1
73,98,4,119,100,12,19,22,66,62,1
67,40,22,7,86,6,9,45,110,84,0
63,61,51,75,22,12,17,59,112,7,1
10,45,104,64,7,53,73,36,42,112,0
10,63,58,5,7,95,19,112,23,31,0
35,70,36,21,112,6,39,40,100,20,1
12,63,17,27,83,70,36,23,20,84,0
48,21,27,51,100,82,55,32,68,73,0
114,120,83,34,75,36,42,70,100,86,1
6,36,74,21,86,17,44,31,29,20,1
44,73,42,62,119,63,11,67,7,75,1
44,73,2,31,87,46,6,63,20,119,1
42,70,75,22,100,19,54,34,119,7,1
109,74,63,64,88,73,19,7,36,111,1
36,63,73,19,88,72,25,65,91,3,0
27,41,39,4,103,1,53,113,3,42,0
49,99,42,90,112,12,19,39,91,75,0
4,40,98,22,85,70,23,2,50,64,1
56,25,47,100,119,11,57,36,110,83,0
73,9,65,83,112,113,58,42,107,110,1
72,45,63,91,84,56,2,25,110,83,1
25,19,41,22,75,59,109,45,9,7,0
19,58,67,112,83,6,47,27,9,33,0
95,82,91,7,20,74,41,53,78,110,0
104,63,42,90,100,61,77,36,19,110,1
59,9,110,7,3,49,36,54,119,85,1
45,53,1,23,100,9,36,38,64,62,0
52,81,114,75,120,109,49,97,3,7,1
45,67,7,23,85,33,74,41,110,3,1
48,19,78,86,84,9,43,74,110,7,1
63,6,36,20,87,45,12,49,7,5,0
49,41,9,103,3,73,19,21,75,31,1
9,41,76,7,31,52,72,96,91,83,0
113,40,9,68,7,109,17,36,100,85,1
53,66,106,23,86,6,36,63,5,7,0
23,10,96,112,85,64,45,106,67,84,1
12,19,98,17,75,109,49,36,107,112,0
33,114,9,110,79,56,45,17,3,81,0
52,95,58,75,107,21,12,112,7,31,0
45,77,114,110,88,48,46,36,86,3,0
45,12,106,7,112,49,6,63,86,2,0
53,19,12,70,23,6,74,2,21,31,0
46,45,36,5,88,96,49,109,64,66,1
42,63,74,36,100,113,19,17,7,75,1
12,25,63,110,3,6,9,61,7,112,1
70,41,52,7,110,9,4,67,103,3,0
109,7,96,119,112,63,10,106,110,103,1
49,58,11,7,75,113,4,63,36,88,0
11,40,63,91,88,77,83,19,75,86,1
109,49,53,33,110,25,70,19,103,84,1
39,12,19,88,31,63,42,22,100,90,0
59,12,83,85,110,42,104,17,7,90,1
52,104,67,63,3,33,12,39,50,7,1
6,64,17,70,20,33,9,67,100,75,0
25,12,36,112,3,72,17,78,91,31,1
25,104,42,66,119,113,9,2,110,84,1
58,12,19,64,7,73,36,41,119,88,1
73,41,9,20,103,104,45,44,110,3,0
33,6,17,66,52,12,36,106,31,107,0
49,19,106,7,5,12,56,66,97,86,0
94,78,63,112,83,17,69,64,19,7,1
17,109,84,62,75,81,63,22,110,103,0
25,95,9,119,83,4,64,106,110,84,1
77,63,84,22,112,42,73,32,119,83,1
25,48,27,65,3,46,10,89,36,84,0
61,19,45,100,25,77,63,7,75,22,0
109,49,9,64,88,77,19,22,103,3,0
46,63,108,110,7,72,70,25,91,3,1
61,63,104,83,107,19,58,12,62,3,1
109,45,23,112,7,9,74,41,103,3,1
92,72,28,86,91,96,106,32,119,3,0
54,9,64,36,32,33,45,19,75,107,1
82,42,9,7,110,58,63,19,17,111,1
95,36,70,64,88,9,73,78,111,107,1
44,63,97,27,2,12,23,112,85,88,1
80,108,42,52,86,25,12,2,7,111,0
25,56,96,20,112,72,19,74,91,87,1
45,67,23,88,31,92,58,4,7,3,0
61,96,92,112,83,4,91,67,74,110,0
109,33,17,75,107,25,9,67,84,110,0
42,74,33,112,51,45,9,53,73,7,0
42,9,61,84,91,23,63,70,88,75,1
45,1,37,63,107,12,4,22,7,112,1
9,106,114,66,112,19,10,23,119,5,1
113,63,96,79,83,72,91,106,19,84,0
6,74,63,19,3,78,113,4,86,91,0
10,49,78,5,7,94,41,36,85,86,0
53,6,36,17,88,109,25,104,75,86,0
73,40,98,5,83,52,12,37,63,7,1
45,48,49,110,83,25,9,78,85,7,0
95,17,64,36,88,19,113,78,86,83,1
45,113,23,112,7,95,19,36,83,119,1
8,23,97,85,119,12,66,104,22,7,0
